dataset,F1,F2,F3,F4,L1,L2,L3,N1,N2,N3,N4,T1,T2
D57-trn.arff,0.9985899575508128,0.0007688570965541,0.2790697674418604,0.0,0.1173020527833812,0.1328903654485049,0.1328903654485049,0.3953488372093023,0.4784366237137562,0.292358803986711,0.1461794019933555,0.9833887043189368,0.0664451827242525
D122-trn.arff,0.940049593372936,0.4817303154372299,0.9493670886075948,0.9208860759493672,0.1204754466995789,0.1487341772151899,0.1424050632911392,0.379746835443038,0.4395160209536695,0.2658227848101265,0.2816455696202531,0.6329113924050633,0.0253164556962025
D21-trn.arff,0.9895052880447536,0.0417138464896138,0.7484472049689441,0.5093167701863354,0.1856530662785697,0.3167701863354037,0.3074534161490683,0.6490683229813664,0.5002735549939207,0.5062111801242236,0.2981366459627329,1.0,0.062111801242236
D154-trn.arff,0.9960227077073196,0.0034957145875852,0.889763779527559,0.3326771653543307,0.0896057347663882,0.0984251968503937,0.0984251968503937,0.2539370078740157,0.4647646710974805,0.1633858267716535,0.1358267716535433,0.9783464566929134,0.0393700787401574
D155-trn.arff,0.9642729813483856,0.0044755945879893,0.7313915857605178,0.517799352750809,0.1090943267341142,0.1294498381877022,0.1100323624595469,0.3074433656957929,0.4232367759727889,0.1974110032362459,0.1812297734627831,0.5275080906148867,0.0258899676375404
D20-trn.arff,0.989196811749989,0.0218187525476317,0.8250825082508251,0.4752475247524752,0.1763913561105368,0.3135313531353135,0.2904290429042904,0.6798679867986799,0.5001816004730291,0.5214521452145214,0.2937293729372937,1.0,0.066006600660066
D68-trn.arff,0.9675874370016188,0.0253725708530089,0.415625,0.19375,0.0906046874741992,0.128125,0.0843749999999999,0.509375,0.487256433566273,0.359375,0.28125,1.0,0.0625
D69-trn.arff,0.9674281617210756,0.0254340824695671,0.43,0.11,0.074042889801946,0.1133333333333332,0.0899999999999999,0.45,0.4812703637462164,0.31,0.23,0.9866666666666668,0.0666666666666666
D273-trn.arff,0.9889555312207442,0.0210434284507909,0.8286778398510242,0.5121042830540037,0.1337109648487333,0.1545623836126629,0.1545623836126629,0.2513966480446927,0.128091142186864,0.068901303538175,0.1080074487895716,0.62756052141527,0.037243947858473
D272-trn.arff,0.9890526215132855,0.0210434284507909,0.8283582089552238,0.5111940298507462,0.1338764392735343,0.1548507462686567,0.1548507462686567,0.251865671641791,0.1258019766999795,0.0727611940298507,0.1100746268656716,0.621268656716418,0.0373134328358208
D247-trn.arff,0.9272753275669574,0.1846610057991471,0.8520408163265306,0.7729591836734694,0.1324775892883655,0.2091836734693877,0.1505102040816326,0.3826530612244898,0.1080400078594963,0.0612244897959183,0.3392857142857143,0.4158163265306122,0.0204081632653061
D246-trn.arff,0.988644559813186,0.0486594426621581,0.8939130434782608,0.6956521739130435,0.1245690336813101,0.1721739130434783,0.1478260869565217,0.3373913043478261,0.1649154178122389,0.1217391304347826,0.1426086956521739,0.6678260869565218,0.0347826086956521
D129-trn.arff,0.934020567774168,0.4628197078346264,0.9829787234042552,0.7872340425531915,0.1344239964069865,0.2042553191489361,0.1829787234042553,0.4553191489361702,0.4427034477556131,0.2765957446808511,0.3617021276595745,0.6595744680851063,0.0340425531914893
D86-trn.arff,0.9840560488131236,0.0706398633588461,0.9476923076923076,0.7015384615384616,0.1603776922245272,0.2646153846153846,0.2553846153846154,0.5507692307692308,0.4950212220291093,0.4215384615384615,0.283076923076923,1.0,0.0615384615384615
D15-trn.arff,0.998850688399074,0.0162954599732968,0.6400425985090522,0.2268370607028754,0.1833091277967956,0.4547390841320553,0.4462193823216187,0.4675186368477103,0.4836207147749223,0.2949946751863684,0.2705005324813631,0.9968051118210862,0.0212992545260915
D160-trn.arff,0.9965953251072872,0.051458541299001,0.9423076923076924,0.6706730769230769,0.1242105263178242,0.1418269230769231,0.1418269230769231,0.3125,0.4705050061236867,0.2067307692307692,0.1225961538461538,0.9927884615384616,0.048076923076923
D161-trn.arff,0.9990137913250212,0.0071760771729362,0.6302367941712204,0.0,0.1851801447344303,0.4408014571948998,0.4043715846994535,0.4808743169398907,0.1430296424854651,0.1020036429872495,0.2349726775956284,0.644808743169399,0.0364298724954462
D14-trn.arff,0.9984471366041175,0.0150995402015025,0.6312925170068027,0.1727891156462585,0.1809898928441333,0.4312925170068027,0.4272108843537415,0.4748299319727891,0.4824027001237717,0.291156462585034,0.2829931972789116,0.997278911564626,0.0272108843537414
D279-trn.arff,0.8937202693770698,0.0328959025989986,0.8374384236453202,0.7389162561576355,0.113603046871476,0.1625615763546798,0.1354679802955665,0.3448275862068966,0.1210811948774288,0.0812807881773399,0.3152709359605911,0.4211822660098522,0.0197044334975369
D278-trn.arff,0.9469268434216286,0.0321646041075746,0.9261083743842364,0.770935960591133,0.0865377471662851,0.1231527093596058,0.0960591133004926,0.270935960591133,0.1392435976873304,0.064039408866995,0.1798029556650246,0.334975369458128,0.0197044334975369
D185-trn.arff,0.9575336818307556,0.0302249986001146,0.1687116564417178,0.0,0.0230435800754661,0.0245398773006134,0.0061349693251533,0.2147239263803681,0.4543600882418421,0.1104294478527607,0.2116564417177914,0.98159509202454,0.0613496932515337
D184-trn.arff,0.9534129009403892,0.029985325799623,0.1644736842105263,0.0,0.0061849214753479,0.0131578947368421,0.0164473684210526,0.2335526315789473,0.4638064939052861,0.1151315789473684,0.2467105263157894,0.993421052631579,0.0657894736842105
D117-trn.arff,0.9969540844084072,0.0388121502378037,0.9566473988439308,0.653179190751445,0.1761904787571224,0.2138728323699421,0.2138728323699421,0.4364161849710982,0.4806230402824955,0.2890173410404624,0.1531791907514451,0.9971098265895952,0.0578034682080924
D62-trn.arff,0.9961203913877054,0.0021237329411515,0.3780821917808219,0.0,0.1647597253834462,0.1972602739726027,0.1972602739726027,0.3835616438356164,0.4762126946701926,0.2410958904109589,0.147945205479452,0.9972602739726028,0.0547945205479452
D63-trn.arff,0.9957772191649004,0.0019439933778694,0.3268608414239482,0.0,0.1557377038747851,0.1844660194174757,0.1844660194174757,0.4530744336569579,0.4865816235086601,0.3365695792880259,0.1326860841423948,0.9967637540453076,0.0647249190938511
D116-trn.arff,0.9733766138097012,0.0424562214319843,0.85,0.52,0.1367576334583897,0.14,0.15,0.4966666666666666,0.4853069565583273,0.3166666666666666,0.2833333333333333,1.0,0.0666666666666666
D230-trn.arff,0.9754984813530898,0.0042444013465695,0.5521739130434783,0.2913043478260869,0.0557357355296034,0.0652173913043477,0.0652173913043477,0.117391304347826,0.3590235437580238,0.0565217391304347,0.0782608695652174,0.2478260869565217,0.0347826086956521
D231-trn.arff,0.9643299123512136,0.0637708189758152,0.3646017699115044,0.0902654867256637,0.0667369401407598,0.0920353982300885,0.0495575221238938,0.3309734513274336,0.1862376532178266,0.0761061946902654,0.2336283185840708,0.6973451327433628,0.0353982300884955
